,OR,pval,p_adj,genes,source
"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",0.0,1.0,1.0,,Pure_NetAn_GO
nucleotide-binding oligomerization domain containing 1 signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
nucleotide-binding oligomerization domain containing 2 signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
broad specificity oxidative DNA demethylase activity,0.0,1.0,1.0,,Pure_NetAn_GO
oligosaccharide binding,0.0,1.0,1.0,,Pure_NetAn_GO
oligosaccharide catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
nucleus organization,0.0,1.0,1.0,,Pure_NetAn_GO
odorant binding,0.0,1.0,1.0,,Pure_NetAn_GO
olfactory behavior,0.0,1.0,1.0,,Pure_NetAn_GO
blood vessel maturation,0.0,1.0,1.0,,Pure_NetAn_GO
blood vessel morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
blood vessel remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
blastocyst hatching,0.0,1.0,1.0,,Pure_NetAn_GO
bleb assembly,0.0,1.0,1.0,,Pure_NetAn_GO
blood circulation,0.0,1.0,1.0,,Pure_NetAn_GO
"blood coagulation, common pathway",0.0,1.0,1.0,,Pure_NetAn_GO
body fluid secretion,0.0,1.0,1.0,,Pure_NetAn_GO
bone resorption,0.0,1.0,1.0,,Pure_NetAn_GO
"blood coagulation, intrinsic pathway",0.0,1.0,1.0,,Pure_NetAn_GO
blood vessel endothelial cell migration,0.0,1.0,1.0,,Pure_NetAn_GO
blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
organic cation transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
origin recognition complex,0.0,1.0,1.0,,Pure_NetAn_GO
ornithine decarboxylase activity,0.0,1.0,1.0,,Pure_NetAn_GO
ornithine decarboxylase inhibitor activity,0.0,1.0,1.0,,Pure_NetAn_GO
organ induction,0.0,1.0,1.0,,Pure_NetAn_GO
organelle assembly,0.0,1.0,1.0,,Pure_NetAn_GO
organic acid metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
bradykinin receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
outer dense fiber,0.0,1.0,1.0,,Pure_NetAn_GO
outer ear morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
outward rectifier potassium channel activity,0.0,1.0,1.0,,Pure_NetAn_GO
osteoclast development,0.0,1.0,1.0,,Pure_NetAn_GO
osteoclast fusion,0.0,1.0,1.0,,Pure_NetAn_GO
outer acrosomal membrane,0.0,1.0,1.0,,Pure_NetAn_GO
oxaloacetate decarboxylase activity,0.0,1.0,1.0,,Pure_NetAn_GO
oxidative RNA demethylase activity,0.0,1.0,1.0,,Pure_NetAn_GO
pentose-phosphate shunt,0.0,1.0,1.0,,Pure_NetAn_GO
"pentose-phosphate shunt, non-oxidative branch",0.0,1.0,1.0,,Pure_NetAn_GO
"pentose-phosphate shunt, oxidative branch",0.0,1.0,1.0,,Pure_NetAn_GO
peptidase activator activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidase inhibitor activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptide antigen assembly with MHC class I protein complex,0.0,1.0,1.0,,Pure_NetAn_GO
oxoglutarate dehydrogenase (succinyl-transferring) activity,0.0,1.0,1.0,,Pure_NetAn_GO
oxidative demethylation,0.0,1.0,1.0,,Pure_NetAn_GO
oxidative phosphorylation uncoupler activity,0.0,1.0,1.0,,Pure_NetAn_GO
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.0,1.0,1.0,,Pure_NetAn_GO
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",0.0,1.0,1.0,,Pure_NetAn_GO
oxalate transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
oxalate transport,0.0,1.0,1.0,,Pure_NetAn_GO
oxygen transport,0.0,1.0,1.0,,Pure_NetAn_GO
oxysterol 7-alpha-hydroxylase activity,0.0,1.0,1.0,,Pure_NetAn_GO
oxysterol binding,0.0,1.0,1.0,,Pure_NetAn_GO
pH reduction,0.0,1.0,1.0,,Pure_NetAn_GO
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",0.0,1.0,1.0,,Pure_NetAn_GO
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",0.0,1.0,1.0,,Pure_NetAn_GO
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.0,1.0,1.0,,Pure_NetAn_GO
biotin--[biotin carboxyl-carrier protein] ligase activity,0.0,1.0,1.0,,Pure_NetAn_GO
bis(5'-adenosyl)-pentaphosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,0.0,1.0,1.0,,Pure_NetAn_GO
bisphosphoglycerate mutase activity,0.0,1.0,1.0,,Pure_NetAn_GO
bitter taste receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
blastocyst formation,0.0,1.0,1.0,,Pure_NetAn_GO
oxygen carrier activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-L-cysteine S-palmitoylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-arginine methylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-dipeptidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-histidine dioxygenase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-lysine acetylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-lysine deacetylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptide metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
peptide modification,0.0,1.0,1.0,,Pure_NetAn_GO
pantetheine hydrolase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-lysine methylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-lysine monomethylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-lysine trimethylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-methionine modification,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-proline 4-dioxygenase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyl-serine dephosphorylation,0.0,1.0,1.0,,Pure_NetAn_GO
peptidoglycan immune receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
parathyroid gland development,0.0,1.0,1.0,,Pure_NetAn_GO
pICln-Sm protein complex,0.0,1.0,1.0,,Pure_NetAn_GO
palmitoyl-(protein) hydrolase activity,0.0,1.0,1.0,,Pure_NetAn_GO
palmitoyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
pancreatic A cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
pancreatic juice secretion,0.0,1.0,1.0,,Pure_NetAn_GO
pancreatic polypeptide receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptide antigen assembly with MHC class II protein complex,0.0,1.0,1.0,,Pure_NetAn_GO
patched binding,0.0,1.0,1.0,,Pure_NetAn_GO
pattern recognition receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
penetration of zona pellucida,0.0,1.0,1.0,,Pure_NetAn_GO
pentameric IgM immunoglobulin complex,0.0,1.0,1.0,,Pure_NetAn_GO
pantothenate kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
paraspeckles,0.0,1.0,1.0,,Pure_NetAn_GO
bile acid nuclear receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
bile acid secretion,0.0,1.0,1.0,,Pure_NetAn_GO
bile acid transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
bile acid:sodium symporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
biliverdin reductase [NAD(P)+] activity,0.0,1.0,1.0,,Pure_NetAn_GO
beta-glucuronidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
betaine-homocysteine S-methyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
biomineral tissue development,0.0,1.0,1.0,,Pure_NetAn_GO
biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
biotin metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
biotin transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
biotin transport,0.0,1.0,1.0,,Pure_NetAn_GO
bile acid binding,0.0,1.0,1.0,,Pure_NetAn_GO
bile acid metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
peptide hormone processing,0.0,1.0,1.0,,Pure_NetAn_GO
peptide hormone receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
peptide hormone secretion,0.0,1.0,1.0,,Pure_NetAn_GO
biological process involved in interaction with symbiont,0.0,1.0,1.0,,Pure_NetAn_GO
peptide transport,0.0,1.0,1.0,,Pure_NetAn_GO
peptide-O-fucosyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptide-methionine (R)-S-oxide reductase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptide:proton symporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
peptidoglycan binding,0.0,1.0,1.0,,Pure_NetAn_GO
peptidoglycan catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
peptide antigen binding,0.0,1.0,1.0,,Pure_NetAn_GO
pericardium development,0.0,1.0,1.0,,Pure_NetAn_GO
phosphate transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphate-containing compound metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidate cytidylyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidate phosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidic acid binding,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidic acid metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
pericardium morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
pericentric heterochromatin formation,0.0,1.0,1.0,,Pure_NetAn_GO
perichromatin fibrils,0.0,1.0,1.0,,Pure_NetAn_GO
perineuronal net,0.0,1.0,1.0,,Pure_NetAn_GO
peptidyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
peroxisome fission,0.0,1.0,1.0,,Pure_NetAn_GO
peroxisome matrix targeting signal-1 binding,0.0,1.0,1.0,,Pure_NetAn_GO
peroxisome matrix targeting signal-2 binding,0.0,1.0,1.0,,Pure_NetAn_GO
peripheral nervous system axon regeneration,0.0,1.0,1.0,,Pure_NetAn_GO
peripheral nervous system neuron development,0.0,1.0,1.0,,Pure_NetAn_GO
peristalsis,0.0,1.0,1.0,,Pure_NetAn_GO
"beta-carotene 15,15'-dioxygenase activity",0.0,1.0,1.0,,Pure_NetAn_GO
beta-catenin-TCF7L2 complex,0.0,1.0,1.0,,Pure_NetAn_GO
beta-galactosidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",0.0,1.0,1.0,,Pure_NetAn_GO
"beta-galactoside alpha-2,6-sialyltransferase activity",0.0,1.0,1.0,,Pure_NetAn_GO
beta-glucosidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
"inositol 1,3,4,5 tetrakisphosphate binding",0.0,1.0,1.0,,Pure_NetAn_GO
"inositol 1,4,5-trisphosphate-gated calcium channel activity",0.0,1.0,1.0,,Pure_NetAn_GO
inositol hexakisphosphate 1-kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-12 alpha subunit binding,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-12 complex,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-12 receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-12-mediated signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
interleukin-17 receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
inositol phosphate biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
"inositol-1,3,4,5,6-pentakisphosphate kinase activity",0.0,1.0,1.0,,Pure_NetAn_GO
"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity",0.0,1.0,1.0,,Pure_NetAn_GO
"inositol-1,4,5-trisphosphate 3-kinase activity",0.0,1.0,1.0,,Pure_NetAn_GO
inorganic anion transport,0.0,1.0,1.0,,Pure_NetAn_GO
inorganic cation transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
inorganic diphosphate phosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
inosine transport,0.0,1.0,1.0,,Pure_NetAn_GO
inositol-polyphosphate 5-phosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
insulin binding,0.0,1.0,1.0,,Pure_NetAn_GO
insulin processing,0.0,1.0,1.0,,Pure_NetAn_GO
insulin receptor complex,0.0,1.0,1.0,,Pure_NetAn_GO
inositol hexakisphosphate 5-kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
inositol hexakisphosphate kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
inositol metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic axis specification,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic body morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic camera-type eye morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
insulin secretion involved in cellular response to glucose stimulus,0.0,1.0,1.0,,Pure_NetAn_GO
insulin-like growth factor binding,0.0,1.0,1.0,,Pure_NetAn_GO
"inositol-1,4,5-trisphosphate 5-phosphatase activity",0.0,1.0,1.0,,Pure_NetAn_GO
beta-N-acetylhexosaminidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
beta-adrenergic receptor kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
basic amino acid transmembrane transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
benzodiazepine receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
base conversion or substitution editing,0.0,1.0,1.0,,Pure_NetAn_GO
basement membrane organization,0.0,1.0,1.0,,Pure_NetAn_GO
"phagocytosis, engulfment",0.0,1.0,1.0,,Pure_NetAn_GO
"phagocytosis, recognition",0.0,1.0,1.0,,Pure_NetAn_GO
phagolysosome,0.0,1.0,1.0,,Pure_NetAn_GO
"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",0.0,1.0,1.0,,Pure_NetAn_GO
"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",0.0,1.0,1.0,,Pure_NetAn_GO
beta-2 adrenergic receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
beta-2-microglobulin binding,0.0,1.0,1.0,,Pure_NetAn_GO
"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",0.0,1.0,1.0,,Pure_NetAn_GO
phenylalanine transport,0.0,1.0,1.0,,Pure_NetAn_GO
phenylalanine-tRNA ligase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phenylalanine-tRNA ligase complex,0.0,1.0,1.0,,Pure_NetAn_GO
phenylalanyl-tRNA aminoacylation,0.0,1.0,1.0,,Pure_NetAn_GO
phenylpyruvate tautomerase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylcholine acyl-chain remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
pheromone receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatase binding,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatase inhibitor activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphate ion homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
phosphate ion transmembrane transport,0.0,1.0,1.0,,Pure_NetAn_GO
pharyngeal system development,0.0,1.0,1.0,,Pure_NetAn_GO
phosphoglycerate mutase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase A1 activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase A2 activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase C activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase C-activating dopamine receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase C-activating serotonin receptor signaling pathway,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylglycerol acyl-chain remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylglycerol metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylcholine biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylcholine catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylcholine metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylcholine-sterol O-acyltransferase activator activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylcholine-sterol O-acyltransferase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylethanolamine acyl-chain remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol transfer activity,0.0,1.0,1.0,,Pure_NetAn_GO
"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol 3-kinase regulator activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol 3-kinase regulatory subunit binding,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol acyl-chain remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylethanolamine biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylethanolamine metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
axonogenesis involved in innervation,0.0,1.0,1.0,,Pure_NetAn_GO
bHLH transcription factor binding,0.0,1.0,1.0,,Pure_NetAn_GO
basal cortex,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol phosphate 4-phosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
axon guidance receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
axon hillock,0.0,1.0,1.0,,Pure_NetAn_GO
axon initial segment,0.0,1.0,1.0,,Pure_NetAn_GO
axonal fasciculation,0.0,1.0,1.0,,Pure_NetAn_GO
axon ensheathment,0.0,1.0,1.0,,Pure_NetAn_GO
axon extension,0.0,1.0,1.0,,Pure_NetAn_GO
"phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity",0.0,1.0,1.0,,Pure_NetAn_GO
"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol-3-phosphate binding,0.0,1.0,1.0,,Pure_NetAn_GO
axonal growth cone,0.0,1.0,1.0,,Pure_NetAn_GO
axonemal microtubule,0.0,1.0,1.0,,Pure_NetAn_GO
axon extension involved in axon guidance,0.0,1.0,1.0,,Pure_NetAn_GO
"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol-4-phosphate phosphatase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylinositol-5-phosphate binding,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylserine acyl-chain remodeling,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylserine biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylserine catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylserine exposure on apoptotic cell surface,0.0,1.0,1.0,,Pure_NetAn_GO
phosphatidylserine metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
phosphodiesterase I activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphoenolpyruvate carboxykinase (GTP) activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphoglucomutase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphoglycerate kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase D activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipase inhibitor activity,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid biosynthetic process,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
plasma membrane repair,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid dephosphorylation,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid efflux,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid homeostasis,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid translocation,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid transporter activity,0.0,1.0,1.0,,Pure_NetAn_GO
photoreceptor cell outer segment organization,0.0,1.0,1.0,,Pure_NetAn_GO
phospholipid-hydroperoxide glutathione peroxidase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphomannomutase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphopyruvate hydratase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphoric diester hydrolase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphorylase kinase activity,0.0,1.0,1.0,,Pure_NetAn_GO
phosphorylase kinase complex,0.0,1.0,1.0,,Pure_NetAn_GO
autocrine signaling,0.0,1.0,1.0,,Pure_NetAn_GO
autophagosome membrane docking,0.0,1.0,1.0,,Pure_NetAn_GO
phosphoserine residue binding,0.0,1.0,1.0,,Pure_NetAn_GO
"phosphotransferase activity, for other substituted phosphate groups",0.0,1.0,1.0,,Pure_NetAn_GO
photoreceptor cell development,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic neurocranium morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic digestive tract development,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic eye morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic foregut morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
embryo development ending in birth or egg hatching,0.0,1.0,1.0,,Pure_NetAn_GO
immunological synapse formation,0.0,1.0,1.0,,Pure_NetAn_GO
import into nucleus,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic placenta morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic process involved in female pregnancy,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic skeletal joint development,0.0,1.0,1.0,,Pure_NetAn_GO
embryonic heart tube left/right pattern formation,0.0,1.0,1.0,,Pure_NetAn_GO
induction of positive chemotaxis,0.0,1.0,1.0,,Pure_NetAn_GO
inhibitory MHC class I receptor activity,0.0,1.0,1.0,,Pure_NetAn_GO
inhibitory postsynaptic potential,0.0,1.0,1.0,,Pure_NetAn_GO
immunoglobulin complex,0.0,1.0,1.0,,Pure_NetAn_GO
"immunoglobulin complex, circulating",0.0,1.0,1.0,,Pure_NetAn_GO
immunoglobulin mediated immune response,0.0,1.0,1.0,,Pure_NetAn_GO
immunoglobulin receptor binding,0.0,1.0,1.0,,Pure_NetAn_GO
inner ear receptor cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
inner kinetochore,0.0,1.0,1.0,,Pure_NetAn_GO
inner mitochondrial membrane organization,0.0,1.0,1.0,,Pure_NetAn_GO
innate immune response in mucosa,0.0,1.0,1.0,,Pure_NetAn_GO
inner acrosomal membrane,0.0,1.0,1.0,,Pure_NetAn_GO
inner ear auditory receptor cell differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
induction of bacterial agglutination,0.0,1.0,1.0,,Pure_NetAn_GO
auditory behavior,0.0,1.0,1.0,,Pure_NetAn_GO
auditory receptor cell development,0.0,1.0,1.0,,Pure_NetAn_GO
asymmetric cell division,0.0,1.0,1.0,,Pure_NetAn_GO
asymmetric synapse,0.0,1.0,1.0,,Pure_NetAn_GO
atrial septum development,0.0,1.0,1.0,,Pure_NetAn_GO
atrial septum morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
atrial septum primum morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
aspartate transmembrane transport,0.0,1.0,1.0,,Pure_NetAn_GO
"phototransduction, visible light",0.0,1.0,1.0,,Pure_NetAn_GO
phylloquinone catabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
pi-body,0.0,1.0,1.0,,Pure_NetAn_GO
atrioventricular canal development,0.0,1.0,1.0,,Pure_NetAn_GO
atrioventricular node development,0.0,1.0,1.0,,Pure_NetAn_GO
atrioventricular valve morphogenesis,0.0,1.0,1.0,,Pure_NetAn_GO
attachment of GPI anchor to protein,0.0,1.0,1.0,,Pure_NetAn_GO
attachment of mitotic spindle microtubules to kinetochore,0.0,1.0,1.0,,Pure_NetAn_GO
piccolo histone acetyltransferase complex,0.0,1.0,1.0,,Pure_NetAn_GO
pinocytosis,0.0,1.0,1.0,,Pure_NetAn_GO
pituitary adenylate cyclase activating polypeptide activity,0.0,1.0,1.0,,Pure_NetAn_GO
plasminogen activation,0.0,1.0,1.0,,Pure_NetAn_GO
platelet activating factor metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
placenta blood vessel development,0.0,1.0,1.0,,Pure_NetAn_GO
plasma lipoprotein particle clearance,0.0,1.0,1.0,,Pure_NetAn_GO
plasma membrane lactate transport,0.0,1.0,1.0,,Pure_NetAn_GO
plasma membrane organization,0.0,1.0,1.0,,Pure_NetAn_GO
platelet dense granule lumen,0.0,1.0,1.0,,Pure_NetAn_GO
platelet dense granule membrane,0.0,1.0,1.0,,Pure_NetAn_GO
platelet dense tubular network membrane,0.0,1.0,1.0,,Pure_NetAn_GO
platelet formation,0.0,1.0,1.0,,Pure_NetAn_GO
positive regulation of B cell activation,0.0,1.0,1.0,,Pure_NetAn_GO
plus-end-directed vesicle transport along microtubule,0.0,1.0,1.0,,Pure_NetAn_GO
podocyte development,0.0,1.0,1.0,,Pure_NetAn_GO
podocyte differentiation,0.0,1.0,1.0,,Pure_NetAn_GO
podosome assembly,0.0,1.0,1.0,,Pure_NetAn_GO
pointed-end actin filament capping,0.0,1.0,1.0,,Pure_NetAn_GO
polar body extrusion after meiotic divisions,0.0,1.0,1.0,,Pure_NetAn_GO
platelet alpha granule lumen,0.0,1.0,1.0,,Pure_NetAn_GO
asparagine-tRNA ligase activity,0.0,1.0,1.0,,Pure_NetAn_GO
aspartate metabolic process,0.0,1.0,1.0,,Pure_NetAn_GO
poly(A) binding,0.0,1.0,1.0,,Pure_NetAn_GO
poly(A)+ mRNA export from nucleus,0.0,1.0,1.0,,Pure_NetAn_GO
poly(A)-dependent snoRNA 3'-end processing,0.0,1.0,1.0,,Pure_NetAn_GO
poly(A)-specific ribonuclease activity,0.0,1.0,1.0,,Pure_NetAn_GO
poly(ADP-ribose) glycohydrolase activity,0.0,1.0,1.0,,Pure_NetAn_GO
poly(G) binding,0.0,1.0,1.0,,Pure_NetAn_GO
aspartic-type endopeptidase inhibitor activity,0.0,1.0,1.0,,Pure_NetAn_GO
